Time,x_d,y_d,theta_d,delta_d,v_d,delta_d_dot
36.5804837,4.9075657,-17.7181436,1.2784157,0.7616046,0.6953696,-0.0311914
36.6305254,4.9173257,-17.6847171,1.2949928,0.7600451,0.6964041,-0.0389959
36.6805671,4.9265456,-17.6510796,1.3115383,0.7580953,0.6976063,-0.0467639
36.7306088,4.9352244,-17.6172319,1.3280432,0.7557571,0.6989761,-0.0544807
36.7806505,4.943361,-17.5831751,1.3444989,0.753033,0.7005132,-0.0621311
36.8306922,4.9509547,-17.54891,1.3608965,0.7499265,0.7022172,-0.0697001
36.8807339,4.9580045,-17.5144376,1.3772277,0.7464415,0.7040875,-0.0771726
36.9307756,4.9645097,-17.4797589,1.393484,0.7425829,0.7061232,-0.0845336
36.9808173,4.9704696,-17.4448748,1.4096573,0.7383562,0.7083234,-0.0917681
37.030859,4.9758835,-17.4097862,1.4257398,0.7337678,0.7106869,-0.0988611
37.0809008,4.9807508,-17.3744941,1.4417238,0.7288247,0.7132124,-0.1057978
37.1309425,4.9850711,-17.3389995,1.4576018,0.7235348,0.7158984,-0.1125638
37.1809842,4.9888437,-17.3033034,1.473367,0.7179066,0.7187431,-0.1191448
37.2310259,4.9920684,-17.2674068,1.4890123,0.7119494,0.7217449,-0.1255267
37.2810676,4.9947447,-17.2313105,1.5045314,0.7056731,0.7249017,-0.1316963
37.3311093,4.9968723,-17.1950157,1.519918,0.6990882,0.7282114,-0.1376404
37.381151,4.9984511,-17.1585233,1.5351665,0.6922062,0.7316718,-0.1433467
37.4311927,4.9994808,-17.1218343,1.5502713,0.6850389,0.7352807,-0.1488036
37.4812344,4.9999614,-17.0849497,1.5652272,0.6775987,0.7390354,-0.154
37.5312761,4.9998927,-17.0478706,1.5800295,0.6698987,0.7429334,-0.1589259
37.5813178,4.9992749,-17.0105979,1.5946738,0.6619524,0.7469721,-0.1635722
37.6313595,4.9981079,-16.9731328,1.609156,0.6537738,0.7511487,-0.1679307
37.6814012,4.9963918,-16.9354761,1.6234722,0.6453773,0.7554603,-0.1719943
37.7314429,4.994127,-16.8976289,1.6376193,0.6367776,0.759904,-0.1757572
37.7814846,4.9913136,-16.8595924,1.6515939,0.6279897,0.7644768,-0.1792146
37.8315263,4.9879519,-16.8213675,1.6653936,0.619029,0.7691756,-0.182363
37.881568,4.9840423,-16.7829552,1.6790158,0.6099108,0.7739974,-0.1852001
37.9316097,4.9795853,-16.7443567,1.6924584,0.6006508,0.7789388,-0.1877252
37.9816514,4.9745812,-16.705573,1.7057198,0.5912646,0.7839969,-0.1899384
38.0316931,4.9690308,-16.6666051,1.7187983,0.5817676,0.7891682,-0.1918414
38.0817348,4.9629345,-16.6274541,1.7316927,0.5721756,0.7944495,-0.1934372
38.1317765,4.9562931,-16.5881212,1.7444023,0.5625037,0.7998375,-0.1947298
38.1818182,4.9491072,-16.5486073,1.7569262,0.5527672,0.8053289,-0.1957245
38.2318599,4.9413777,-16.5089136,1.769264,0.542981,0.8109204,-0.1964278
38.2819016,4.9331055,-16.4690412,1.7814156,0.5331596,0.8166086,-0.1968471
38.3319433,4.9242913,-16.4289911,1.793381,0.5233172,0.8223901,-0.1969909
38.381985,4.9149363,-16.3887645,1.8051605,0.5134677,0.8282617,-0.1968685
38.4320267,4.9050414,-16.3483624,1.8167544,0.5036243,0.83422,-0.1964901
38.4820684,4.8946077,-16.307786,1.8281634,0.4937998,0.8402617,-0.1958665
38.5321101,4.8836363,-16.2670364,1.8393883,0.4840065,0.8463834,-0.1950091
38.5821518,4.8721285,-16.2261146,1.8504301,0.474256,0.8525819,-0.1939299
38.6321935,4.8600855,-16.1850219,1.8612898,0.4645595,0.8588538,-0.1926411
38.6822352,4.8475087,-16.1437594,1.8719688,0.4549274,0.865196,-0.1911556
38.7322769,4.8343994,-16.1023281,1.8824683,0.4453697,0.8716051,-0.189486
38.7823186,4.8207591,-16.0607293,1.89279,0.4358954,0.878078,-0.1876452
38.8323603,4.8065892,-16.018964,1.9029353,0.4265131,0.8846116,-0.1856463
38.882402,4.7918914,-15.9770334,1.912906,0.4172308,0.8912025,-0.1835021
38.9324437,4.7766672,-15.9349387,1.9227039,0.4080557,0.8978478,-0.1812253
38.9824854,4.7609183,-15.892681,1.9323308,0.3989944,0.9045444,-0.1788285
39.0325271,4.7446465,-15.8502615,1.9417886,0.390053,0.9112891,-0.1763237
39.0825688,4.7278535,-15.8076813,1.9510794,0.3812368,0.918079,-0.173723
39.1326105,4.7105411,-15.7649417,1.9602051,0.3725507,0.9249112,-0.1710379
39.1826522,4.6927114,-15.7220437,1.969168,0.3639988,0.9317826,-0.1682793
39.2326939,4.6743661,-15.6789886,1.97797,0.3555848,0.9386903,-0.165458
39.2827356,4.6555074,-15.6357776,1.9866133,0.3473119,0.9456316,-0.162584
39.3327773,4.6361374,-15.5924117,1.9951002,0.3391827,0.9526036,-0.1596671
39.382819,4.616258,-15.5488924,2.0034328,0.3311993,0.9596035,-0.1567162
39.4328607,4.5958716,-15.5052206,2.0116134,0.3233635,0.9666286,-0.15374
39.4829024,4.5749804,-15.4613976,2.0196442,0.3156765,0.9736761,-0.1507465
39.5329441,4.5535867,-15.4174247,2.0275275,0.3081392,0.9807434,-0.1477433
39.5829858,4.5316927,-15.373303,2.0352654,0.300752,0.9878279,-0.1447373
39.6330275,4.509301,-15.3290337,2.0428602,0.2935152,0.9949271,-0.141735
39.6830692,4.486414,-15.2846181,2.0503143,0.2864284,1.0020382,-0.1387424
39.7331109,4.4630341,-15.2400574,2.0576297,0.2794913,1.0091589,-0.1357649
39.7831526,4.439164,-15.1953528,2.0648087,0.2727031,1.0162867,-0.1328076
39.8331943,4.4148063,-15.1505055,2.0718535,0.2660627,1.0234192,-0.1298749
39.883236,4.3899637,-15.1055168,2.0787664,0.2595689,1.030554,-0.1269711
39.9332777,4.3646388,-15.0603879,2.0855494,0.2532204,1.0376887,-0.1240998
39.9833194,4.3388345,-15.01512,2.0922047,0.2470154,1.044821,-0.1212643
40.0333611,4.3125536,-14.9697143,2.0987344,0.2409522,1.0519487,-0.1184676
40.0834028,4.285799,-14.9241723,2.1051407,0.2350288,1.0590695,-0.1157122
40.1334445,4.2585737,-14.8784949,2.1114256,0.2292432,1.0661813,-0.1130003
40.1834862,4.2308805,-14.8326837,2.1175912,0.2235932,1.0732818,-0.1103339
40.2335279,4.2027226,-14.7867397,2.1236394,0.2180765,1.080369,-0.1077148
40.2835696,4.1741031,-14.7406642,2.1295723,0.2126907,1.0874407,-0.1051441
40.3336113,4.1450251,-14.6944586,2.1353919,0.2074335,1.0944949,-0.1026232
40.383653,4.1154917,-14.648124,2.1411,0.2023024,1.1015297,-0.1001529
40.4336947,4.0855063,-14.6016618,2.1466986,0.1972947,1.1085429,-0.0977339
40.4837364,4.0550721,-14.5550733,2.1521895,0.192408,1.1155327,-0.0953667
40.5337781,4.0241925,-14.5083596,2.1575745,0.1876397,1.1224971,-0.0930517
40.5838198,3.9928709,-14.4615222,2.1628556,0.1829871,1.1294342,-0.0907891
40.6338616,3.9611107,-14.4145622,2.1680343,0.1784477,1.1363423,-0.0885788
40.6839033,3.9289154,-14.367481,2.1731126,0.1740187,1.1432194,-0.0864208
40.733945,3.8962885,-14.3202799,2.178092,0.1696977,1.1500638,-0.0843149
40.7839867,3.8632336,-14.2729601,2.1829743,0.1654819,1.1568738,-0.0822607
40.8340284,3.8297543,-14.225523,2.187761,0.1613689,1.1636475,-0.0802579
40.8840701,3.7958544,-14.1779698,2.1924539,0.157356,1.1703834,-0.0783059
40.9341118,3.7615376,-14.1303019,2.1970544,0.1534407,1.1770796,-0.0764042
40.9841535,3.7268075,-14.0825206,2.2015641,0.1496205,1.1837347,-0.0745521
41.0341952,3.6916681,-14.0346272,2.2059846,0.1458929,1.1903469,-0.072749
41.0842369,3.6561232,-13.986623,2.2103172,0.1422554,1.1969147,-0.0709941
41.1342786,3.6201766,-13.9385093,2.2145635,0.1387057,1.2034365,-0.0692867
41.1843203,3.5838324,-13.8902874,2.2187248,0.1352414,1.2099109,-0.0676259
41.234362,3.5470946,-13.8419587,2.2228025,0.1318601,1.2163362,-0.0660108
41.2844037,3.5099671,-13.7935245,2.2267981,0.1285596,1.2227111,-0.0644407
41.3344454,3.4724541,-13.7449862,2.2307127,0.1253375,1.229034,-0.0629147
41.3844871,3.4345596,-13.696345,2.2345477,0.1221918,1.2353036,-0.0614317
41.4345288,3.3962879,-13.6476023,2.2383044,0.1191202,1.2415184,-0.0599911
41.4845705,3.3576431,-13.5987594,2.241984,0.1161207,1.2476772,-0.0585917
41.5346122,3.3186295,-13.5498177,2.2455877,0.1131911,1.2537784,-0.0572328
41.5846539,3.2792514,-13.5007785,2.2491166,0.1103294,1.2598208,-0.0559134
41.6346956,3.239513,-13.4516432,2.252572,0.1075338,1.2658032,-0.0546325
41.6847373,3.1994188,-13.402413,2.2559549,0.1048021,1.2717241,-0.0533894
41.734779,3.1589732,-13.3530895,2.2592664,0.1021327,1.2775825,-0.052183
41.7848207,3.1181806,-13.3036739,2.2625076,0.0995235,1.283377,-0.0510126
41.8348624,3.0770454,-13.2541675,2.2656796,0.0969729,1.2891064,-0.0498771
41.8849041,3.0355723,-13.2045718,2.2687833,0.094479,1.2947696,-0.0487759
41.9349458,2.9937657,-13.1548881,2.2718197,0.0920402,1.3003653,-0.0477079
41.9849875,2.9516303,-13.1051177,2.2747898,0.0896548,1.3058925,-0.0466724
42.0350292,2.9091707,-13.0552621,2.2776946,0.0873212,1.3113501,-0.0456685
42.0850709,2.8663915,-13.0053226,2.280535,0.0850378,1.3167369,-0.0446955
42.1351126,2.8232974,-12.9553005,2.2833118,0.082803,1.3220518,-0.0437525
42.1851543,2.7798933,-12.9051973,2.2860259,0.0806154,1.3272939,-0.0428387
42.235196,2.7361837,-12.8550143,2.2886781,0.0784735,1.332462,-0.0419535
42.2852377,2.6921737,-12.8047529,2.2912694,0.0763758,1.3375552,-0.041096
42.3352794,2.6478679,-12.7544145,2.2938005,0.074321,1.3425725,-0.0402656
42.3853211,2.6032712,-12.7040005,2.2962721,0.0723077,1.347513,-0.0394616
42.4353628,2.5583886,-12.6535122,2.2986851,0.0703346,1.3523755,-0.0386832
42.4854045,2.5132249,-12.602951,2.3010401,0.0684005,1.3571593,-0.0379298
42.5354462,2.4677853,-12.5523183,2.303338,0.066504,1.3618635,-0.0372008
42.5854879,2.4220745,-12.5016156,2.3055793,0.0646439,1.366487,-0.0364955
42.6355296,2.3760977,-12.4508441,2.3077648,0.0628192,1.3710292,-0.0358133
42.6855713,2.3298598,-12.4000054,2.3098951,0.0610285,1.375489,-0.0351536
42.735613,2.2833661,-12.3491007,2.3119709,0.0592708,1.3798658,-0.0345159
42.7856547,2.2366215,-12.2981316,2.3139928,0.057545,1.3841586,-0.0338996
42.8356964,2.1896313,-12.2470993,2.3159614,0.05585,1.3883668,-0.0333041
42.8857381,2.1424005,-12.1960053,2.3178773,0.0541848,1.3924894,-0.032729
42.9357798,2.0949345,-12.144851,2.319741,0.0525484,1.3965258,-0.0321737
42.9858215,2.0472383,-12.0936378,2.3215532,0.0509397,1.4004753,-0.0316377
43.0358632,1.9993172,-12.0423671,2.3233143,0.0493578,1.4043371,-0.0311206
43.0859049,1.9511765,-11.9910404,2.3250248,0.0478018,1.4081104,-0.030622
43.1359466,1.9028215,-11.9396589,2.3266853,0.0462707,1.4117948,-0.0301412
43.1859883,1.8542574,-11.8882242,2.3282963,0.0447636,1.4153894,-0.0296781
43.23603,1.8054897,-11.8367377,2.3298581,0.0432797,1.4188936,-0.0292321
43.2860717,1.7565237,-11.7852007,2.3313714,0.0418181,1.4223069,-0.0288028
43.3361134,1.7073647,-11.7336146,2.3328364,0.040378,1.4256286,-0.0283899
43.3861551,1.6580182,-11.681981,2.3342537,0.0389585,1.4288581,-0.0279931
43.4361968,1.6084895,-11.6303012,2.3356236,0.0375588,1.4319949,-0.0276118
43.4862385,1.5587842,-11.5785766,2.3369465,0.0361782,1.4350384,-0.0272459
43.5362802,1.5089076,-11.5268086,2.3382229,0.0348159,1.4379881,-0.026895
43.5863219,1.4588653,-11.4749988,2.339453,0.0334712,1.4408435,-0.0265588
43.6363636,1.4086628,-11.4231484,2.3406372,0.0321432,1.443604,-0.026237
43.6864053,1.3583055,-11.3712589,2.3417759,0.0308314,1.4462692,-0.0259294
43.736447,1.307799,-11.3193318,2.3428694,0.0295349,1.4488386,-0.0256355
43.7864887,1.2571489,-11.2673685,2.343918,0.0282531,1.4513119,-0.0253553
43.8365304,1.2063607,-11.2153703,2.344922,0.0269854,1.4536884,-0.0250884
43.8865721,1.1554399,-11.1633388,2.3458816,0.025731,1.455968,-0.0248346
43.9366138,1.1043923,-11.1112753,2.3467972,0.0244892,1.4581501,-0.0245937
43.9866555,1.0532233,-11.0591813,2.347669,0.0232595,1.4602344,-0.0243655
44.0366972,1.0019386,-11.0070583,2.3484972,0.0220413,1.4622205,-0.0241497
44.0867389,0.9505439,-10.9549075,2.3492821,0.0208338,1.4641081,-0.0239463
44.1367807,0.8990448,-10.9027306,2.3500239,0.0196365,1.4658969,-0.0237549
44.1868224,0.8474469,-10.8505288,2.3507228,0.0184487,1.4675865,-0.0235755
44.2368641,0.7957559,-10.7983037,2.351379,0.0172699,1.4691767,-0.0234079
44.2869058,0.7439775,-10.7460567,2.3519927,0.0160995,1.4706673,-0.023252
44.3369475,0.6921174,-10.6937892,2.352564,0.0149369,1.4720579,-0.0231076
44.3869892,0.6401813,-10.6415026,2.3530932,0.0137816,1.4733483,-0.0229745
44.4370309,0.5881749,-10.5891985,2.3535802,0.0126328,1.4745384,-0.0228527
44.4870726,0.5361038,-10.5368781,2.3540254,0.0114902,1.4756278,-0.0227421
44.5371143,0.4839739,-10.484543,2.3544288,0.0103531,1.4766165,-0.0226426
44.587156,0.4317908,-10.4321946,2.3547905,0.009221,1.4775042,-0.022554
44.6371977,0.3795602,-10.3798343,2.3551106,0.0080933,1.4782909,-0.0224763
44.6872394,0.327288,-10.3274636,2.3553892,0.0069695,1.4789763,-0.0224095
44.7372811,0.2749798,-10.2750839,2.3556265,0.005849,1.4795603,-0.0223535
44.7873228,0.2226414,-10.2226967,2.3558223,0.0047313,1.480043,-0.0223082
44.8373645,0.1702786,-10.1703033,2.3559769,0.0036159,1.4804241,-0.0222736
44.8874062,0.1178971,-10.1179052,2.3560902,0.0025022,1.4807036,-0.0222497
44.9374479,0.0655026,-10.065504,2.3561623,0.0013897,1.4808815,-0.0222364
44.9874896,0.0131009,-10.0131009,2.3561932,0.0002779,1.4809578,-0.0222337
45.0375313,-0.0393023,-9.9606974,2.3561829,-0.0008338,1.4809324,-0.0222417
45.087573,-0.0917011,-9.9082951,2.3561314,-0.0019459,1.4808053,-0.0222603
45.1376147,-0.1440898,-9.8558952,2.3560387,-0.0030589,1.4805766,-0.0222896
45.1876564,-0.1964627,-9.8034993,2.3559048,-0.0041734,1.4802462,-0.0223295
45.2376981,-0.248814,-9.7511089,2.3557296,-0.0052898,1.4798143,-0.0223802
45.2877398,-0.301138,-9.6987252,2.355513,-0.0064088,1.479281,-0.0224416
45.3377815,-0.353429,-9.6463498,2.3552551,-0.0075309,1.4786462,-0.0225138
45.3878232,-0.4056811,-9.5939841,2.3549557,-0.0086566,1.4779102,-0.0225969
45.4378649,-0.4578886,-9.5416296,2.3546148,-0.0097865,1.477073,-0.022691
45.4879066,-0.5100458,-9.4892877,2.3542323,-0.010921,1.4761348,-0.022796
45.5379483,-0.5621471,-9.4369598,2.3538081,-0.0120608,1.4750957,-0.0229122
45.58799,-0.6141865,-9.3846473,2.3533419,-0.0132064,1.4739559,-0.0230396
45.6380317,-0.6661585,-9.3323518,2.3528339,-0.0143584,1.4727156,-0.0231783
45.6880734,-0.7180573,-9.2800746,2.3522837,-0.0155173,1.4713751,-0.0233285
45.7381151,-0.7698773,-9.2278171,2.3516912,-0.0166837,1.4699345,-0.0234903
45.7881568,-0.8216127,-9.1755809,2.3510563,-0.0178582,1.4683941,-0.0236637
45.8381985,-0.8732578,-9.1233673,2.3503787,-0.0190414,1.4667541,-0.0238491
45.8882402,-0.924807,-9.0711778,2.3496584,-0.0202339,1.4650148,-0.0240465
45.9382819,-0.9762547,-9.0190137,2.3488951,-0.0214362,1.4631766,-0.024256
45.9883236,-1.0275951,-8.9668767,2.3480885,-0.022649,1.4612397,-0.024478
46.0383653,-1.0788226,-8.9147679,2.3472386,-0.0238729,1.4592045,-0.0247125
46.088407,-1.1299316,-8.862689,2.3463449,-0.0251085,1.4570712,-0.0249599
46.1384487,-1.1809165,-8.8106414,2.3454073,-0.0263565,1.4548404,-0.0252202
46.1884904,-1.2317717,-8.7586263,2.3444255,-0.0276175,1.4525123,-0.0254937
46.2385321,-1.2824916,-8.7066454,2.3433993,-0.0288922,1.4500873,-0.0257807
46.2885738,-1.3330706,-8.6547,2.3423283,-0.0301813,1.4475659,-0.0260815
46.3386155,-1.3835031,-8.6027916,2.3412122,-0.0314853,1.4449485,-0.0263962
46.3886572,-1.4337837,-8.5509215,2.3400508,-0.0328051,1.4422356,-0.0267251
46.4386989,-1.4839069,-8.4990912,2.3388437,-0.0341414,1.4394276,-0.0270686
46.4887406,-1.533867,-8.4473021,2.3375905,-0.0354948,1.436525,-0.027427
46.5387823,-1.5836586,-8.3955556,2.3362909,-0.0368662,1.4335284,-0.0278005
46.588824,-1.6332763,-8.3438532,2.3349445,-0.0382562,1.4304382,-0.0281895
46.6388657,-1.6827145,-8.2921963,2.333551,-0.0396657,1.4272549,-0.0285944
46.6889074,-1.731968,-8.2405863,2.3321099,-0.0410954,1.4239793,-0.0290154
46.7389491,-1.7810311,-8.1890246,2.3306208,-0.0425462,1.4206117,-0.029453
46.7889908,-1.8298987,-8.1375127,2.3290833,-0.0440188,1.4171528,-0.0299075
46.8390325,-1.8785652,-8.0860519,2.327497,-0.0455142,1.4136033,-0.0303794
46.8890742,-1.9270254,-8.0346436,2.3258613,-0.0470332,1.4099638,-0.030869
46.9391159,-1.9752739,-7.9832893,2.3241758,-0.0485766,1.4062348,-0.0313769
46.9891576,-2.0233055,-7.9319904,2.3224401,-0.0501455,1.4024172,-0.0319033
47.0391993,-2.0711148,-7.8807483,2.3206535,-0.0517406,1.3985115,-0.0324489
47.089241,-2.1186966,-7.8295644,2.3188157,-0.0533631,1.3945185,-0.0330141
47.1392827,-2.1660457,-7.7784401,2.3169259,-0.0550138,1.3904388,-0.0335993
47.1893244,-2.2131568,-7.7273768,2.3149837,-0.0566937,1.3862733,-0.0342051
47.2393661,-2.2600248,-7.6763759,2.3129886,-0.058404,1.3820228,-0.0348321
47.2894078,-2.3066446,-7.6254388,2.3109398,-0.0601456,1.3776879,-0.0354807
47.3394495,-2.3530111,-7.5745669,2.3088368,-0.0619196,1.3732695,-0.0361515
47.3894912,-2.399119,-7.5237616,2.306679,-0.0637272,1.3687683,-0.0368452
47.4395329,-2.4449634,-7.4730244,2.3044656,-0.0655695,1.3641854,-0.0375623
47.4895746,-2.4905393,-7.4223565,2.3021961,-0.0674476,1.3595214,-0.0383034
47.5396163,-2.5358416,-7.3717594,2.2998698,-0.0693628,1.3547773,-0.0390692
47.589658,-2.5808653,-7.3212345,2.2974859,-0.0713162,1.349954,-0.0398604
47.6396997,-2.6256056,-7.2707831,2.2950437,-0.0733092,1.3450524,-0.0406775
47.6897415,-2.6700574,-7.2204067,2.2925424,-0.0753431,1.3400734,-0.0415213
47.7397832,-2.714216,-7.1701066,2.2899813,-0.0774192,1.3350181,-0.0423926
47.7898249,-2.7580764,-7.1198843,2.2873597,-0.0795388,1.3298873,-0.043292
47.8398666,-2.8016338,-7.069741,2.2846766,-0.0817034,1.324682,-0.0442202
47.8899083,-2.8448835,-7.0196782,2.2819312,-0.0839144,1.3194034,-0.0451782
47.93995,-2.8878207,-6.9696972,2.2791228,-0.0861733,1.3140524,-0.0461665
47.9899917,-2.9304407,-6.9197995,2.2762503,-0.0884817,1.3086301,-0.0471861
48.0400334,-2.9727388,-6.8699863,2.273313,-0.090841,1.3031376,-0.0482378
48.0900751,-3.0147104,-6.8202591,2.2703098,-0.0932528,1.2975759,-0.0493223
48.1401168,-3.0563508,-6.7706193,2.2672399,-0.095719,1.2919463,-0.0504405
48.1901585,-3.0976555,-6.721068,2.2641022,-0.098241,1.2862499,-0.0515934
48.2402002,-3.13862,-6.6716069,2.2608957,-0.1008207,1.2804878,-0.0527817
48.2902419,-3.1792397,-6.6222371,2.2576195,-0.1034597,1.2746612,-0.0540063
48.3402836,-3.2195101,-6.5729601,2.2542724,-0.1061601,1.2687714,-0.0552682
48.3903253,-3.2594269,-6.5237772,2.2508534,-0.1089235,1.2628196,-0.0565682
48.440367,-3.2989857,-6.4746898,2.2473614,-0.1117519,1.256807,-0.0579073
48.4904087,-3.3381821,-6.4256992,2.2437953,-0.1146472,1.250735,-0.0592863
48.5404504,-3.3770119,-6.3768067,2.2401538,-0.1176116,1.2446049,-0.0607062
48.5904921,-3.4154706,-6.3280138,2.2364358,-0.1206469,1.238418,-0.0621679
48.6405338,-3.4535543,-6.2793217,2.2326401,-0.1237553,1.2321756,-0.0636722
48.6905755,-3.4912585,-6.2307317,2.2287654,-0.1269389,1.2258791,-0.0652202
48.7406172,-3.5285793,-6.1822453,2.2248105,-0.1301999,1.2195301,-0.0668127
48.7906589,-3.5655125,-6.1338636,2.220774,-0.1335405,1.2131298,-0.0684505
48.8407006,-3.602054,-6.0855882,2.2166547,-0.136963,1.2066797,-0.0701345
48.8907423,-3.6381998,-6.0374203,2.212451,-0.1404698,1.2001815,-0.0718656
48.940784,-3.6739461,-5.9893612,2.2081618,-0.144063,1.1936364,-0.0736445
48.9908257,-3.7092887,-5.9414122,2.2037854,-0.1477453,1.1870462,-0.075472
49.0408674,-3.7442239,-5.8935746,2.1993205,-0.1515189,1.1804124,-0.0773488
49.0909091,-3.7787479,-5.8458499,2.1947656,-0.1553863,1.1737365,-0.0792756
49.1409508,-3.8128567,-5.7982392,2.1901191,-0.1593501,1.1670203,-0.0812529
49.1909925,-3.8465468,-5.7507439,2.1853795,-0.1634127,1.1602653,-0.0832814
49.2410342,-3.8798143,-5.7033653,2.1805452,-0.1675768,1.1534732,-0.0853614
49.2910759,-3.9126556,-5.6561047,2.1756145,-0.1718449,1.1466458,-0.0874933
49.3411176,-3.9450672,-5.6089633,2.1705859,-0.1762195,1.1397848,-0.0896774
49.3911593,-3.9770454,-5.5619426,2.1654576,-0.1807034,1.132892,-0.0919139
49.441201,-4.0085868,-5.5150437,2.1602279,-0.1852991,1.1259692,-0.0942027
49.4912427,-4.0396878,-5.468268,2.1548951,-0.1900092,1.1190181,-0.0965438
49.5412844,-4.0703451,-5.4216167,2.1494574,-0.1948364,1.1120408,-0.098937
49.5913261,-4.1005553,-5.3750912,2.1439129,-0.1997833,1.1050391,-0.1013817
49.6413678,-4.1303151,-5.3286927,2.1382598,-0.2048524,1.0980149,-0.1038774
49.6914095,-4.1596212,-5.2824224,2.1324962,-0.2100462,1.0909701,-0.1064233
49.7414512,-4.1884704,-5.2362817,2.1266202,-0.2153674,1.0839069,-0.1090184
49.7914929,-4.2168595,-5.1902718,2.1206298,-0.2208183,1.0768272,-0.1116613
49.8415346,-4.2447854,-5.144394,2.1145232,-0.2264014,1.0697331,-0.1143506
49.8915763,-4.272245,-5.0986496,2.1082982,-0.2321189,1.0626267,-0.1170846
49.941618,-4.2992353,-5.0530397,2.1019529,-0.2379731,1.0555101,-0.1198609
49.9916597,-4.3257535,-5.0075657,2.0954851,-0.2439662,1.0483856,-0.1226774
50.0417014,-4.3517964,-4.9622288,2.0888928,-0.2501001,1.0412553,-0.1255312
50.0917431,-4.3773613,-4.9170302,2.082174,-0.2563766,1.0341215,-0.1284192
50.1417848,-4.4024454,-4.8719712,2.0753263,-0.2627976,1.0269865,-0.1313379
50.1918265,-4.4270459,-4.8270531,2.0683478,-0.2693645,1.0198526,-0.1342834
50.2418682,-4.4511602,-4.782277,2.0612361,-0.2760786,1.0127221,-0.1372514
50.2919099,-4.4747855,-4.7376441,2.0539892,-0.2829412,1.0055975,-0.1402371
50.3419516,-4.4979192,-4.6931558,2.0466047,-0.2899531,0.9984813,-0.1432353
50.3919933,-4.5205589,-4.6488133,2.0390806,-0.2971148,0.9913758,-0.1462402
50.442035,-4.5427021,-4.6046176,2.0314145,-0.3044268,0.9842837,-0.1492457
50.4920767,-4.5643462,-4.5605702,2.0236042,-0.3118891,0.9772075,-0.152245
50.5421184,-4.585489,-4.5166721,2.0156474,-0.3195014,0.9701497,-0.1552308
50.5921601,-4.6061281,-4.4729246,2.007542,-0.3272629,0.9631131,-0.1581953
50.6422018,-4.6262612,-4.4293288,1.9992857,-0.3351727,0.9561003,-0.1611303
50.6922435,-4.6458862,-4.3858861,1.9908762,-0.3432292,0.949114,-0.164027
50.7422852,-4.6650008,-4.3425975,1.9823113,-0.3514305,0.942157,-0.1668759
50.7923269,-4.683603,-4.2994643,1.9735889,-0.3597743,0.9352321,-0.1696671
50.8423686,-4.7016908,-4.2564876,1.9647068,-0.3682577,0.9283421,-0.1723903
50.8924103,-4.7192621,-4.2136686,1.9556628,-0.3768772,0.92149,-0.1750346
50.942452,-4.736315,-4.1710086,1.9464548,-0.3856289,0.9146786,-0.1775888
50.9924937,-4.7528477,-4.1285086,1.9370807,-0.3945084,0.9079109,-0.1800411
51.0425354,-4.7688583,-4.0861699,1.9275386,-0.4035104,0.9011899,-0.1823795
51.0925771,-4.784345,-4.0439935,1.9178264,-0.4126294,0.8945186,-0.1845916
51.1426188,-4.7993062,-4.0019807,1.9079424,-0.421859,0.8879,-0.1866647
51.1926606,-4.8137403,-3.9601326,1.8978846,-0.4311922,0.8813374,-0.1885862
51.2427023,-4.8276455,-3.9184504,1.8876513,-0.4406215,0.8748338,-0.190343
51.292744,-4.8410205,-3.8769352,1.8772409,-0.4501387,0.8683924,-0.1919222
51.3427857,-4.8538638,-3.8355882,1.8666518,-0.4597348,0.8620163,-0.1933109
51.3928274,-4.8661738,-3.7944104,1.8558826,-0.4694003,0.8557089,-0.1944964
51.4428691,-4.8779494,-3.753403,1.844932,-0.4791252,0.8494732,-0.1954662
51.4929108,-4.8891891,-3.7125672,1.8337988,-0.4888985,0.8433127,-0.1962082
51.5429525,-4.8998918,-3.6719041,1.8224819,-0.4987089,0.8372306,-0.1967106
51.5929942,-4.9100562,-3.6314147,1.8109806,-0.5085444,0.8312302,-0.1969624
51.6430359,-4.9196814,-3.5911002,1.799294,-0.5183925,0.8253149,-0.1969529
51.6930776,-4.9287661,-3.5509617,1.7874216,-0.5282402,0.8194879,-0.1966724
51.7431193,-4.9373094,-3.5110003,1.7753631,-0.5380738,0.8137526,-0.1961121
51.793161,-4.9453104,-3.4712171,1.7631184,-0.5478794,0.8081124,-0.195264
51.8432027,-4.9527681,-3.4316132,1.7506875,-0.5576426,0.8025705,-0.1941211
51.8932444,-4.9596819,-3.3921896,1.7380707,-0.5673487,0.7971304,-0.1926775
51.9432861,-4.9660508,-3.3529476,1.7252686,-0.5769825,0.7917953,-0.1909285
51.9933278,-4.9718743,-3.313888,1.7122819,-0.586529,0.7865686,-0.1888707
52.0433695,-4.9771516,-3.2750121,1.6991119,-0.5959725,0.7814535,-0.1865017
52.0934112,-4.9818822,-3.2363208,1.6857597,-0.6052976,0.7764533,-0.1838205
52.1434529,-4.9860656,-3.1978153,1.672227,-0.6144886,0.7715713,-0.1808276
52.1934946,-4.9897013,-3.1594966,1.6585158,-0.62353,0.7668106,-0.1775243
52.2435363,-4.9927888,-3.1213657,1.6446283,-0.6324062,0.7621744,-0.1739137
52.293578,-4.995328,-3.0834238,1.6305671,-0.6411019,0.7576658,-0.1699997
