Time,x_d,y_d,theta_d,delta_d,v_d,delta_d_dot
15.5629691,-0.0588175,-1.0589198,-2.3535802,0.1256694,0.1474538,0.2258429
15.6130108,-0.0640181,-1.0641503,-2.3530932,0.1369615,0.1473348,0.2264511
15.6630525,-0.0692117,-1.0693789,-2.352564,0.1482841,0.1472058,0.2271037
15.7130942,-0.0743978,-1.0746057,-2.3519927,0.1596393,0.1470667,0.2277996
15.7631359,-0.0795756,-1.0798304,-2.351379,0.1710293,0.1469177,0.2285374
15.8131776,-0.0847447,-1.0850529,-2.3507228,0.1824561,0.1467587,0.2293157
15.8632193,-0.0899045,-1.0902731,-2.3500239,0.1939219,0.1465897,0.2301328
15.9132611,-0.0950544,-1.0954908,-2.3492821,0.2054285,0.1464108,0.2309872
15.9633028,-0.1001939,-1.1007058,-2.3484972,0.2169779,0.146222,0.2318771
16.0133445,-0.1053223,-1.1059181,-2.347669,0.2285718,0.1460234,0.2328004
16.0633862,-0.1104392,-1.1111275,-2.3467972,0.2402118,0.145815,0.2337554
16.1134279,-0.115544,-1.1163339,-2.3458816,0.2518996,0.1455968,0.2347397
16.1634696,-0.1206361,-1.121537,-2.344922,0.2636365,0.1453688,0.2357513
16.2135113,-0.1257149,-1.1267368,-2.343918,0.2754241,0.1451312,0.2367876
16.263553,-0.1307799,-1.1319332,-2.3428694,0.2872635,0.1448839,0.2378463
16.3135947,-0.1358306,-1.1371259,-2.3417759,0.2991558,0.1446269,0.2389247
16.3636364,-0.1408663,-1.1423148,-2.3406372,0.311102,0.1443604,0.2400202
16.4136781,-0.1458865,-1.1474999,-2.339453,0.323103,0.1440843,0.2411298
16.4637198,-0.1508908,-1.1526809,-2.3382229,0.3351595,0.1437988,0.2422506
16.5137615,-0.1558784,-1.1578577,-2.3369465,0.3472721,0.1435038,0.2433797
16.5638032,-0.160849,-1.1630301,-2.3356236,0.359441,0.1431995,0.2445137
16.6138449,-0.1658018,-1.1681981,-2.3342537,0.3716667,0.1428858,0.2456495
16.6638866,-0.1707365,-1.1733615,-2.3328364,0.3839492,0.1425629,0.2467835
16.7139283,-0.1756524,-1.1785201,-2.3313714,0.3962884,0.1422307,0.2479124
16.76397,-0.180549,-1.1836738,-2.3298581,0.408684,0.1418894,0.2490326
16.8140117,-0.1854257,-1.1888224,-2.3282963,0.4211356,0.1415389,0.2501403
16.8640534,-0.1902821,-1.1939659,-2.3266853,0.4336427,0.1411795,0.2512319
16.9140951,-0.1951176,-1.199104,-2.3250248,0.4462042,0.140811,0.2523035
16.9641368,-0.1999317,-1.2042367,-2.3233143,0.4588194,0.1404337,0.2533511
17.0141785,-0.2047238,-1.2093638,-2.3215532,0.471487,0.1400475,0.254371
17.0642202,-0.2094934,-1.2144851,-2.319741,0.4842055,0.1396526,0.2553589
17.1142619,-0.2142401,-1.2196005,-2.3178773,0.4969735,0.1392489,0.256311
17.1643036,-0.2189631,-1.2247099,-2.3159614,0.509789,0.1388367,0.2572232
17.2143453,-0.2236622,-1.2298132,-2.3139928,0.5226502,0.1384159,0.2580914
17.264387,-0.2283366,-1.2349101,-2.3119709,0.5355548,0.1379866,0.2589116
17.3144287,-0.232986,-1.2400005,-2.3098951,0.5485003,0.1375489,0.2596797
17.3644704,-0.2376098,-1.2450844,-2.3077648,0.5614843,0.1371029,0.2603917
17.4145121,-0.2422074,-1.2501616,-2.3055793,0.5745039,0.1366487,0.2610437
17.4645538,-0.2467785,-1.2552318,-2.303338,0.5875561,0.1361863,0.2616318
17.5145955,-0.2513225,-1.2602951,-2.3010401,0.6006377,0.1357159,0.2621522
17.5646372,-0.2558389,-1.2653512,-2.2986851,0.6137453,0.1352376,0.2626011
17.6146789,-0.2603271,-1.2704,-2.2962721,0.6268753,0.1347513,0.262975
17.6647206,-0.2647868,-1.2754415,-2.2938005,0.6400241,0.1342573,0.2632704
17.7147623,-0.2692174,-1.2804753,-2.2912694,0.6531876,0.1337555,0.2634839
17.764804,-0.2736184,-1.2855014,-2.2886781,0.6663618,0.1332462,0.2636125
17.8148457,-0.2779893,-1.2905197,-2.2860259,0.6795424,0.1327294,0.2636531
17.8648874,-0.2823297,-1.2955301,-2.2833118,0.6927251,0.1322052,0.263603
17.9149291,-0.2866391,-1.3005323,-2.280535,0.7059052,0.1316737,0.2634596
17.9649708,-0.2909171,-1.3055262,-2.2776946,0.7190782,0.131135,0.2632205
18.0150125,-0.295163,-1.3105118,-2.2747898,0.7322393,0.1305893,0.2628836
18.0650542,-0.2993766,-1.3154888,-2.2718197,0.7453834,0.1300365,0.262447
18.1150959,-0.3035572,-1.3204572,-2.2687833,0.7585058,0.129477,0.2619091
18.1651376,-0.3077045,-1.3254168,-2.2656796,0.7716012,0.1289106,0.2612685
18.2151793,-0.3118181,-1.3303674,-2.2625076,0.7846647,0.1283377,0.2605242
18.265221,-0.3158973,-1.3353089,-2.2592664,0.7976909,0.1277582,0.2596752
18.3152627,-0.3199419,-1.3402413,-2.2559549,0.8106746,0.1271724,0.2587212
18.3653044,-0.3239513,-1.3451643,-2.252572,0.8236107,0.1265803,0.2576618
18.4153461,-0.3279251,-1.3500778,-2.2491166,0.8364938,0.1259821,0.256497
18.4653878,-0.3318629,-1.3549818,-2.2455877,0.8493186,0.1253778,0.2552272
18.5154295,-0.3357643,-1.3598759,-2.241984,0.86208,0.1247677,0.253853
18.5654712,-0.3396288,-1.3647602,-2.2383044,0.8747726,0.1241518,0.2523752
18.6155129,-0.343456,-1.3696345,-2.2345477,0.8873914,0.1235304,0.2507949
18.6655546,-0.3472454,-1.3744986,-2.2307127,0.8999311,0.1229034,0.2491136
18.7155963,-0.3509967,-1.3793525,-2.2267981,0.9123868,0.1222711,0.2473329
18.765638,-0.3547095,-1.3841959,-2.2228025,0.9247535,0.1216336,0.2454547
18.8156797,-0.3583832,-1.3890287,-2.2187248,0.9370262,0.1209911,0.2434811
18.8657214,-0.3620177,-1.3938509,-2.2145635,0.9492003,0.1203437,0.2414145
18.9157631,-0.3656123,-1.3986623,-2.2103172,0.961271,0.1196915,0.2392574
18.9658048,-0.3691668,-1.4034627,-2.2059846,0.9732339,0.1190347,0.2370126
19.0158465,-0.3726808,-1.4082521,-2.2015641,0.9850845,0.1183735,0.234683
19.0658882,-0.3761538,-1.4130302,-2.1970544,0.9968186,0.117708,0.2322717
19.1159299,-0.3795854,-1.417797,-2.1924539,1.0084322,0.1170383,0.2297818
19.1659716,-0.3829754,-1.4225523,-2.187761,1.0199213,0.1163648,0.2272168
19.2160133,-0.3863234,-1.427296,-2.1829743,1.0312822,0.1156874,0.2245802
19.266055,-0.3896288,-1.432028,-2.178092,1.0425112,0.1150064,0.2218754
19.3160967,-0.3928915,-1.4367481,-2.1731126,1.0536049,0.1143219,0.2191061
19.3661384,-0.3961111,-1.4414562,-2.1680343,1.0645602,0.1136342,0.2162761
19.4161802,-0.3992871,-1.4461522,-2.1628556,1.075374,0.1129434,0.2133891
19.4662219,-0.4024193,-1.450836,-2.1575745,1.0860435,0.1122497,0.2104489
19.5162636,-0.4055072,-1.4555073,-2.1521895,1.0965659,0.1115533,0.2074592
19.5663053,-0.4085506,-1.4601662,-2.1466986,1.1069389,0.1108543,0.2044239
19.616347,-0.4115492,-1.4648124,-2.1411,1.1171601,0.110153,0.2013468
19.6663887,-0.4145025,-1.4694459,-2.1353919,1.1272274,0.1094495,0.1982316
19.7164304,-0.4174103,-1.4740664,-2.1295723,1.137139,0.1087441,0.1950821
19.7664721,-0.4202723,-1.478674,-2.1236394,1.1468931,0.1080369,0.191902
19.8165138,-0.4230881,-1.4832684,-2.1175912,1.1564882,0.1073282,0.1886948
19.8665555,-0.4258574,-1.4878495,-2.1114256,1.165923,0.1066181,0.1854643
19.9165972,-0.4285799,-1.4924172,-2.1051407,1.1751962,0.105907,0.1822138
19.9666389,-0.4312554,-1.4969714,-2.0987344,1.1843069,0.1051949,0.1789467
20.0166806,-0.4338835,-1.501512,-2.0922047,1.1932542,0.1044821,0.1756664
20.0667223,-0.4364639,-1.5060388,-2.0855494,1.2020375,0.1037689,0.1723762
20.116764,-0.4389964,-1.5105517,-2.0787664,1.2106563,0.1030554,0.169079
20.1668057,-0.4414806,-1.5150506,-2.0718535,1.2191103,0.1023419,0.165778
20.2168474,-0.4439164,-1.5195353,-2.0648087,1.2273992,0.1016287,0.162476
20.2668891,-0.4463034,-1.5240057,-2.0576297,1.235523,0.1009159,0.1591758
20.3169308,-0.4486414,-1.5284618,-2.0503143,1.2434818,0.1002038,0.1558802
20.3669725,-0.4509301,-1.5329034,-2.0428602,1.2512758,0.0994927,0.1525916
20.4170142,-0.4531693,-1.5373303,-2.0352654,1.2589054,0.0987828,0.1493125
20.4670559,-0.4553587,-1.5417425,-2.0275275,1.266371,0.0980743,0.1460453
20.5170976,-0.457498,-1.5461398,-2.0196442,1.2736733,0.0973676,0.1427922
20.5671393,-0.4595872,-1.5505221,-2.0116134,1.2808129,0.0966629,0.1395551
20.617181,-0.4616258,-1.5548892,-2.0034328,1.2877906,0.0959604,0.1363362
20.6672227,-0.4636137,-1.5592412,-1.9951002,1.2946074,0.0952604,0.1331373
20.7172644,-0.4655507,-1.5635778,-1.9866133,1.3012643,0.0945632,0.1299602
20.7673061,-0.4674366,-1.5678989,-1.97797,1.3077623,0.093869,0.1268064
20.8173478,-0.4692711,-1.5722044,-1.969168,1.3141026,0.0931783,0.1236774
20.8673895,-0.4710541,-1.5764942,-1.9602051,1.3202865,0.0924911,0.1205748
20.9174312,-0.4727853,-1.5807681,-1.9510794,1.3263152,0.0918079,0.1174998
20.9674729,-0.4744646,-1.5850261,-1.9417886,1.3321902,0.0911289,0.1144536
21.0175146,-0.4760918,-1.5892681,-1.9323308,1.3379129,0.0904544,0.1114373
21.0675563,-0.4776667,-1.5934939,-1.9227039,1.3434848,0.0897848,0.108452
21.117598,-0.4791891,-1.5977033,-1.912906,1.3489074,0.0891203,0.1054985
21.1676397,-0.4806589,-1.6018964,-1.9029353,1.3541823,0.0884612,0.1025776
21.2176814,-0.4820759,-1.6060729,-1.89279,1.3593112,0.0878078,0.0996902
21.2677231,-0.4834399,-1.6102328,-1.8824683,1.3642957,0.0871605,0.0968368
21.3177648,-0.4847509,-1.6143759,-1.8719688,1.3691375,0.0865196,0.0940179
21.3678065,-0.4860086,-1.6185022,-1.8612898,1.3738384,0.0858854,0.0912342
21.4178482,-0.4872129,-1.6226115,-1.8504301,1.3784001,0.0852582,0.0884859
21.4678899,-0.4883636,-1.6267036,-1.8393883,1.3828244,0.0846383,0.0857734
21.5179316,-0.4894608,-1.6307786,-1.8281634,1.3871131,0.0840262,0.0830969
21.5679733,-0.4905041,-1.6348362,-1.8167544,1.3912679,0.083422,0.0804566
21.618015,-0.4914936,-1.6388764,-1.8051605,1.3952908,0.0828262,0.0778526
21.6680567,-0.4924291,-1.6428991,-1.793381,1.3991834,0.082239,0.0752849
21.7180984,-0.4933105,-1.6469041,-1.7814156,1.4029476,0.0816609,0.0727536
21.7681401,-0.4941378,-1.6508914,-1.769264,1.4065853,0.081092,0.0702585
21.8181818,-0.4949107,-1.6548607,-1.7569262,1.4100982,0.0805329,0.0677995
21.8682235,-0.4956293,-1.6588121,-1.7444023,1.4134882,0.0799838,0.0653763
21.9182652,-0.4962934,-1.6627454,-1.7316927,1.416757,0.0794449,0.0629888
21.9683069,-0.4969031,-1.6666605,-1.7187983,1.4199065,0.0789168,0.0606366
22.0183486,-0.4974581,-1.6705573,-1.7057198,1.4229383,0.0783997,0.0583193
22.0683903,-0.4979585,-1.6744357,-1.6924584,1.4258543,0.0778939,0.0560364
22.118432,-0.4984042,-1.6782955,-1.6790158,1.4286561,0.0773997,0.0537877
22.1684737,-0.4987952,-1.6821367,-1.6653936,1.4313455,0.0769176,0.0515724
22.2185154,-0.4991314,-1.6859592,-1.6515939,1.4339241,0.0764477,0.0493901
22.2685571,-0.4994127,-1.6897629,-1.6376193,1.4363936,0.0759904,0.0472402
22.3185988,-0.4996392,-1.6935476,-1.6234722,1.4387556,0.075546,0.045122
22.3686405,-0.4998108,-1.6973133,-1.609156,1.4410117,0.0751149,0.0430348
22.4186822,-0.4999275,-1.7010598,-1.5946738,1.4431634,0.0746972,0.0409779
22.4687239,-0.4999893,-1.7047871,-1.5800295,1.4452123,0.0742933,0.0389506
22.5187656,-0.4999961,-1.708495,-1.5652272,1.4471599,0.0739035,0.036952
22.5688073,-0.4999481,-1.7121834,-1.5502713,1.4490075,0.0735281,0.0349814
22.618849,-0.4998451,-1.7158523,-1.5351665,1.4507565,0.0731672,0.0330378
22.6688907,-0.4996872,-1.7195016,-1.519918,1.4524084,0.0728211,0.0311205
22.7189324,-0.4994745,-1.7231311,-1.5045314,1.4539645,0.0724902,0.0292284
22.7689741,-0.4992068,-1.7267407,-1.4890123,1.4554259,0.0721745,0.0273607
22.8190158,-0.4988844,-1.7303303,-1.473367,1.4567939,0.0718743,0.0255164
22.8690575,-0.4985071,-1.7339,-1.4576018,1.4580697,0.0715898,0.0236946
22.9190992,-0.4980751,-1.7374494,-1.4417238,1.4592545,0.0713212,0.0218942
22.969141,-0.4975883,-1.7409786,-1.4257398,1.4603492,0.0710687,0.0201143
23.0191827,-0.497047,-1.7444875,-1.4096573,1.4613549,0.0708323,0.0183538
23.0692244,-0.496451,-1.7479759,-1.393484,1.4622726,0.0706123,0.0166118
23.1192661,-0.4958004,-1.7514438,-1.3772277,1.4631032,0.0704087,0.0148871
23.1693078,-0.4950955,-1.754891,-1.3608965,1.4638475,0.0702217,0.0131789
23.2193495,-0.4943361,-1.7583175,-1.3444989,1.4645065,0.0700513,0.0114859
23.2693912,-0.4935224,-1.7617232,-1.3280432,1.4650808,0.0698976,0.0098073
23.3194329,-0.4926546,-1.765108,-1.3115383,1.4655711,0.0697606,0.008142
23.3694746,-0.4917326,-1.7684717,-1.2949928,1.4659782,0.0696404,0.006489
23.4195163,-0.4907566,-1.7718144,-1.2784157,1.4663027,0.069537,0.0048473
23.469558,-0.4897267,-1.7751358,-1.2618161,1.466545,0.0694503,0.0032159
23.5195997,-0.4886429,-1.778436,-1.2452028,1.4667058,0.0693803,0.0015938
23.5696414,-0.4875056,-1.7817148,-1.2285849,1.4667855,0.069327,-1.99e-05
23.6196831,-0.4863146,-1.7849721,-1.2119715,1.4667845,0.0692902,-0.001626
23.6697248,-0.4850703,-1.7882079,-1.1953716,1.4667032,0.06927,-0.0032256
23.7197665,-0.4837727,-1.791422,-1.178794,1.466542,0.0692662,-0.0048194
23.7698082,-0.4824219,-1.7946144,-1.1622475,1.466301,0.0692786,-0.0064082
23.8198499,-0.4810181,-1.797785,-1.1457409,1.4659806,0.0693072,-0.0079929
23.8698916,-0.4795615,-1.8009336,-1.1292826,1.4655809,0.0693517,-0.0095743
23.9199333,-0.4780523,-1.8040603,-1.112881,1.4651022,0.069412,-0.0111529
23.969975,-0.4764905,-1.8071649,-1.0965441,1.4645446,0.0694879,-0.0127295
24.0200167,-0.4748763,-1.8102473,-1.0802799,1.4639081,0.0695791,-0.0143046
24.0700584,-0.47321,-1.8133075,-1.064096,1.4631929,0.0696855,-0.0158788
24.1201001,-0.4714918,-1.8163453,-1.0479998,1.4623989,0.0698067,-0.0174527
24.1701418,-0.4697217,-1.8193607,-1.0319983,1.4615263,0.0699426,-0.0190266
24.2201835,-0.4679001,-1.8223536,-1.0160984,1.460575,0.0700929,-0.020601
24.2702252,-0.466027,-1.825324,-1.0003065,1.4595449,0.0702572,-0.0221761
24.3202669,-0.4641028,-1.8282716,-0.9846287,1.4584361,0.0704353,-0.0237523
24.3703086,-0.4621275,-1.8311966,-0.9690708,1.4572485,0.0706268,-0.0253297
24.4203503,-0.4601016,-1.8340987,-0.9536384,1.455982,0.0708316,-0.0269084
24.470392,-0.458025,-1.8369779,-0.9383364,1.4546366,0.0710491,-0.0284886
24.5204337,-0.4558982,-1.8398341,-0.9231697,1.4532122,0.0712792,-0.0300703
24.5704754,-0.4537213,-1.8426672,-0.9081426,1.4517086,0.0715214,-0.0316533
24.6205171,-0.4514945,-1.8454772,-0.8932593,1.450126,0.0717754,-0.0332375
24.6705588,-0.4492182,-1.848264,-0.8785233,1.4484641,0.0720408,-0.0348227
24.7206005,-0.4468925,-1.8510275,-0.8639382,1.446723,0.0723174,-0.0364086
24.7706422,-0.4445177,-1.8537676,-0.8495068,1.4449025,0.0726046,-0.0379949
24.8206839,-0.4420941,-1.8564843,-0.8352319,1.4430028,0.0729022,-0.0395812
24.8707256,-0.439622,-1.8591775,-0.8211159,1.4410237,0.0732098,-0.0411668
24.9207673,-0.4371015,-1.861847,-0.8071607,1.4389654,0.0735271,-0.0427513
24.970809,-0.434533,-1.8644929,-0.7933681,1.4368278,0.0738535,-0.044334
25.0208507,-0.4319168,-1.8671151,-0.7797396,1.4346111,0.0741888,-0.0459141
25.0708924,-0.4292532,-1.8697134,-0.7662763,1.4323154,0.0745326,-0.047491
25.1209341,-0.4265424,-1.8722879,-0.752979,1.4299409,0.0748845,-0.0490636
25.1709758,-0.4237847,-1.8748384,-0.7398484,1.4274877,0.0752442,-0.0506311
25.2210175,-0.4209805,-1.8773649,-0.7268848,1.4249561,0.0756112,-0.0521925
25.2710592,-0.4181301,-1.8798673,-0.7140884,1.4223465,0.0759852,-0.0537466
25.3211009,-0.4152337,-1.8823455,-0.701459,1.4196592,0.0763658,-0.0552924
25.3711426,-0.4122918,-1.8847995,-0.6889963,1.4168946,0.0767526,-0.0568286
25.4211843,-0.4093045,-1.8872292,-0.6766997,1.4140531,0.0771454,-0.058354
25.471226,-0.4062723,-1.8896345,-0.6645686,1.4111354,0.0775437,-0.0598672
25.5212677,-0.4031954,-1.8920154,-0.6526021,1.4081421,0.0779471,-0.0613668
25.5713094,-0.4000743,-1.8943718,-0.6407991,1.4050737,0.0783554,-0.0628514
25.6213511,-0.3969092,-1.8967037,-0.6291585,1.4019312,0.0787681,-0.0643195
25.6713928,-0.3937005,-1.8990109,-0.6176787,1.3987152,0.079185,-0.0657695
25.7214345,-0.3904485,-1.9012934,-0.6063585,1.3954267,0.0796056,-0.0671999
25.7714762,-0.3871537,-1.9035512,-0.5951961,1.3920667,0.0800297,-0.0686089
25.8215179,-0.3838164,-1.9057842,-0.5841898,1.3886363,0.0804569,-0.0699949
25.8715596,-0.3804369,-1.9079923,-0.5733379,1.3851365,0.0808869,-0.0713561
25.9216013,-0.3770156,-1.9101754,-0.5626385,1.3815687,0.0813193,-0.0726909
25.971643,-0.3735529,-1.9123336,-0.5520895,1.3779342,0.0817539,-0.0739973
26.0216847,-0.3700491,-1.9144667,-0.5416888,1.3742343,0.0821903,-0.0752737
26.0717264,-0.3665047,-1.9165747,-0.5314345,1.3704706,0.0826283,-0.0765181
26.1217681,-0.3629201,-1.9186576,-0.5213243,1.3666447,0.0830675,-0.0777286
26.1718098,-0.3592956,-1.9207152,-0.5113559,1.3627583,0.0835077,-0.0789035
26.2218515,-0.3556316,-1.9227475,-0.5015271,1.3588131,0.0839485,-0.0800409
26.2718932,-0.3519285,-1.9247545,-0.4918356,1.3548111,0.0843897,-0.0811388
26.3219349,-0.3481868,-1.9267361,-0.482279,1.3507541,0.084831,-0.0821954
26.3719766,-0.3444069,-1.9286922,-0.472855,1.3466444,0.0852721,-0.0832088
26.4220183,-0.3405891,-1.9306228,-0.4635612,1.3424839,0.0857128,-0.0841773
26.4720601,-0.3367339,-1.9325279,-0.4543952,1.3382751,0.0861528,-0.0850988
26.5221018,-0.3328417,-1.9344074,-0.4453545,1.3340201,0.0865918,-0.0859717
26.5721435,-0.328913,-1.9362612,-0.4364368,1.3297215,0.0870296,-0.0867941
26.6221852,-0.3249481,-1.9380893,-0.4276396,1.3253818,0.087466,-0.0875643
26.6722269,-0.3209475,-1.9398916,-0.4189606,1.3210036,0.0879006,-0.0882805
26.7222686,-0.3169117,-1.9416681,-0.4103972,1.3165896,0.0883334,-0.0889413
26.7723103,-0.3128411,-1.9434188,-0.4019471,1.3121425,0.088764,-0.0895448
26.822352,-0.3087361,-1.9451436,-0.393608,1.3076653,0.0891922,-0.0900896
26.8723937,-0.3045972,-1.9468424,-0.3853773,1.3031608,0.0896178,-0.0905741
26.9224354,-0.3004248,-1.9485152,-0.3772527,1.2986321,0.0900406,-0.090997
26.9724771,-0.2962195,-1.9501619,-0.3692319,1.2940823,0.0904604,-0.0913569
27.0225188,-0.2919816,-1.9517826,-0.3613125,1.2895144,0.090877,-0.0916525
27.0725605,-0.2877116,-1.9533771,-0.3534922,1.2849318,0.0912902,-0.0918826
27.1226022,-0.28341,-1.9549455,-0.3457687,1.2803377,0.0916997,-0.0920461
27.1726439,-0.2790773,-1.9564876,-0.3381398,1.2757354,0.0921055,-0.092142
27.2226856,-0.2747139,-1.9580034,-0.3306031,1.2711283,0.0925072,-0.0921693
27.2727273,-0.2703204,-1.959493,-0.3231564,1.2665198,0.0929048,-0.0921272
27.322769,-0.2658972,-1.9609562,-0.3157976,1.2619134,0.0932981,-0.0920149
27.3728107,-0.2614447,-1.962393,-0.3085244,1.2573127,0.0936868,-0.0918317
27.4228524,-0.2569636,-1.9638034,-0.3013347,1.2527211,0.0940709,-0.0915773
27.4728941,-0.2524542,-1.9651873,-0.2942263,1.2481422,0.0944501,-0.091251
27.5229358,-0.2479171,-1.9665447,-0.2871972,1.2435797,0.0948243,-0.0908525
27.5729775,-0.2433527,-1.9678755,-0.2802453,1.2390371,0.0951934,-0.0903817
27.6230192,-0.2387617,-1.9691798,-0.2733686,1.234518,0.0955571,-0.0898384
27.6730609,-0.2341443,-1.9704575,-0.2665649,1.2300261,0.0959154,-0.0892226
27.7231026,-0.2295013,-1.9717085,-0.2598323,1.2255649,0.0962681,-0.0885343
27.7731443,-0.2248331,-1.9729329,-0.2531689,1.2211382,0.0966151,-0.0877737
27.823186,-0.2201402,-1.9741305,-0.2465726,1.2167495,0.0969562,-0.0869412
27.8732277,-0.215423,-1.9753013,-0.2400417,1.2124025,0.0972913,-0.0860371
27.9232694,-0.2106823,-1.9764454,-0.2335741,1.2081006,0.0976203,-0.0850619
27.9733111,-0.2059184,-1.9775627,-0.2271681,1.2038475,0.097943,-0.0840163
28.0233528,-0.2011318,-1.9786531,-0.2208217,1.1996467,0.0982594,-0.0829008
28.0733945,-0.1963232,-1.9797167,-0.2145333,1.1955017,0.0985693,-0.0817164
28.1234362,-0.191493,-1.9807533,-0.2083009,1.1914158,0.0988726,-0.0804638
28.1734779,-0.1866418,-1.981763,-0.2021228,1.1873927,0.0991692,-0.0791441
28.2235196,-0.18177,-1.9827458,-0.1959973,1.1834354,0.0994589,-0.0777583
28.2735613,-0.1768783,-1.9837016,-0.1899227,1.1795475,0.0997418,-0.0763076
28.323603,-0.1719672,-1.9846303,-0.1838972,1.1757321,0.1000176,-0.074793
28.3736447,-0.1670372,-1.985532,-0.1779192,1.1719925,0.1002864,-0.0732161
28.4236864,-0.1620888,-1.9864067,-0.1719871,1.1683317,0.1005479,-0.071578
28.4737281,-0.1571227,-1.9872542,-0.1660992,1.1647528,0.1008022,-0.0698802
28.5237698,-0.1521393,-1.9880747,-0.1602538,1.1612588,0.101049,-0.0681242
28.5738115,-0.1471391,-1.988868,-0.1544495,1.1578526,0.1012884,-0.0663116
28.6238532,-0.1421228,-1.9896341,-0.1486846,1.154537,0.1015203,-0.0644439
28.6738949,-0.1370909,-1.9903731,-0.1429577,1.1513148,0.1017446,-0.0625228
28.7239366,-0.1320439,-1.9910849,-0.137267,1.1481887,0.1019611,-0.0605501
28.7739783,-0.1269825,-1.9917695,-0.1316112,1.1451612,0.1021699,-0.0585274
28.82402,-0.121907,-1.9924268,-0.1259888,1.1422348,0.1023709,-0.0564565
28.8740617,-0.1168182,-1.9930569,-0.1203982,1.139412,0.102564,-0.0543393
28.9241034,-0.1117166,-1.9936597,-0.1148379,1.136695,0.1027491,-0.0521776
28.9741451,-0.1066027,-1.9942352,-0.1093066,1.1340861,0.1029262,-0.0499732
29.0241868,-0.101477,-1.9947835,-0.1038028,1.1315875,0.1030953,-0.0477282
29.0742285,-0.0963403,-1.9953044,-0.0983251,1.1292011,0.1032562,-0.0454445
29.1242702,-0.0911929,-1.9957979,-0.092872,1.1269288,0.1034089,-0.0431239
29.1743119,-0.0860355,-1.9962642,-0.0874422,1.1247726,0.1035535,-0.0407685
29.2243536,-0.0808687,-1.996703,-0.0820342,1.1227342,0.1036897,-0.0383803
29.2743953,-0.075693,-1.9971145,-0.0766467,1.1208152,0.1038176,-0.0359612
29.324437,-0.070509,-1.9974986,-0.0712783,1.1190171,0.1039372,-0.0335133
29.3744787,-0.0653172,-1.9978554,-0.0659277,1.1173415,0.1040484,-0.0310387
29.4245204,-0.0601183,-1.9981847,-0.0605935,1.1157895,0.1041512,-0.0285392
29.4745621,-0.0549127,-1.9984866,-0.0552743,1.1143626,0.1042455,-0.0260171
29.5246038,-0.0497012,-1.9987611,-0.0499689,1.1130617,0.1043313,-0.0234744
29.5746455,-0.0444841,-1.9990081,-0.0446758,1.111888,0.1044087,-0.020913
29.6246872,-0.0392622,-1.9992277,-0.0393939,1.1108424,0.1044775,-0.0183351
29.6747289,-0.034036,-1.9994199,-0.0341216,1.1099256,0.1045377,-0.0157427
29.7247706,-0.028806,-1.9995847,-0.0288579,1.1091385,0.1045894,-0.0131379
29.7748123,-0.0235729,-1.999722,-0.0236013,1.1084816,0.1046324,-0.0105227
29.824854,-0.0183371,-1.9998318,-0.0183505,1.1079554,0.1046669,-0.0078993
29.8748957,-0.0130994,-1.9999142,-0.0131043,1.1075605,0.1046928,-0.0052696
29.9249374,-0.0078602,-1.9999691,-0.0078613,1.107297,0.1047101,-0.0026359
29.9749791,-0.0026202,-1.9999966,-0.0026202,1.1071652,0.1047187,0
30.0250209,0.0026202,-1.9999966,0.0026202,1.1071652,0.1047187,0.0026359
30.0750626,0.0078602,-1.9999691,0.0078613,1.107297,0.1047101,0.0052696
30.1251043,0.0130994,-1.9999142,0.0131043,1.1075605,0.1046928,0.0078993
30.175146,0.0183371,-1.9998318,0.0183505,1.1079554,0.1046669,0.0105227
30.2251877,0.0235729,-1.999722,0.0236013,1.1084816,0.1046324,0.0131379
30.2752294,0.028806,-1.9995847,0.0288579,1.1091385,0.1045894,0.0157427
30.3252711,0.034036,-1.9994199,0.0341216,1.1099256,0.1045377,0.0183351
30.3753128,0.0392622,-1.9992277,0.0393939,1.1108424,0.1044775,0.020913
30.4253545,0.0444841,-1.9990081,0.0446758,1.111888,0.1044087,0.0234744
30.4753962,0.0497012,-1.9987611,0.0499689,1.1130617,0.1043313,0.0260171
30.5254379,0.0549127,-1.9984866,0.0552743,1.1143626,0.1042455,0.0285392
30.5754796,0.0601183,-1.9981847,0.0605935,1.1157895,0.1041512,0.0310387
30.6255213,0.0653172,-1.9978554,0.0659277,1.1173415,0.1040484,0.0335133
30.675563,0.070509,-1.9974986,0.0712783,1.1190171,0.1039372,0.0359612
30.7256047,0.075693,-1.9971145,0.0766467,1.1208152,0.1038176,0.0383803
30.7756464,0.0808687,-1.996703,0.0820342,1.1227342,0.1036897,0.0407685
30.8256881,0.0860355,-1.9962642,0.0874422,1.1247726,0.1035535,0.0431239
30.8757298,0.0911929,-1.9957979,0.092872,1.1269288,0.1034089,0.0454445
30.9257715,0.0963403,-1.9953044,0.0983251,1.1292011,0.1032562,0.0477282
30.9758132,0.101477,-1.9947835,0.1038028,1.1315875,0.1030953,0.0499732
31.0258549,0.1066027,-1.9942352,0.1093066,1.1340861,0.1029262,0.0521776
31.0758966,0.1117166,-1.9936597,0.1148379,1.136695,0.1027491,0.0543393
31.1259383,0.1168182,-1.9930569,0.1203982,1.139412,0.102564,0.0564565
31.17598,0.121907,-1.9924268,0.1259888,1.1422348,0.1023709,0.0585274
